CAM.x	participantCAM.x	id	text	value	comment	date.x	x_pos	y_pos	predefinedConcept	isDraggable	isDeletable.x	isTextChangeable	isActive.x	CAM.y	participantCAM.y	id.y	date.y	idending	intensity	agreement	isBidirectional	isDeletable.y	isActive.y
67d88f73-7672-4027-98f5-6463b4edc1f7	noID	fb5e8d10-ab9f-4752-9057-5ccebeb63220	Kosten für Entwicklung	-1		2023-12-11T10:14:59Z	1247	176	FALSE	1	1	1	TRUE	67d88f73-7672-4027-98f5-6463b4edc1f7	noID	67b2350c-26d2-4a75-b9e7-b2cdec6382de	2023-12-11T10:15:28Z	48c64a31-436d-408f-a3ed-ea5ecd6ef786	6	0	0	1	TRUE
67d88f73-7672-4027-98f5-6463b4edc1f7	noID	f389c750-f6a8-429b-b83b-c28d5cab9577	Entwickler:innen erhalten Arbeitsplätze	1		2023-12-11T10:15:43Z	54	574	FALSE	1	1	1	TRUE	67d88f73-7672-4027-98f5-6463b4edc1f7	noID	552c937a-240b-4d32-a60a-39a03f6e8a63	2023-12-11T10:16:10Z	eccf0c07-b4dd-4a81-8fc0-fb6495e7652f	6	0	0	1	TRUE
67d88f73-7672-4027-98f5-6463b4edc1f7	noID	122089dc-db80-4652-b3be-792b18a20e6b	bedingunslose emotionale Begleitung	1		2023-12-11T10:16:23Z	199	687	FALSE	1	1	1	TRUE	67d88f73-7672-4027-98f5-6463b4edc1f7	noID	042cb203-dc4a-4981-8416-8e10f95ffe7e	2023-12-11T10:16:51Z	8e885c6f-19d2-426b-ac8f-c378920e5e3f	3	0	0	1	TRUE
93054cc2-22c5-4ad6-8427-e87a59330550	noID	53a59d58-46b9-49ea-a5c0-bda59bc5c8d7	sozialer Assistenzroboter	0		2023-12-11T10:08:05Z	650	400	TRUE	0	0	0	TRUE	93054cc2-22c5-4ad6-8427-e87a59330550	noID	1ce48be4-d17c-4713-83d3-38b94ffa889c	2023-12-11T10:08:05Z	682698b2-94c2-4bfd-89e2-9ba5f82e14c2	3	1	0	0	TRUE
93054cc2-22c5-4ad6-8427-e87a59330550	noID	53a59d58-46b9-49ea-a5c0-bda59bc5c8d7	sozialer Assistenzroboter	0		2023-12-11T10:08:05Z	650	400	TRUE	0	0	0	TRUE	93054cc2-22c5-4ad6-8427-e87a59330550	noID	8b05bb5c-d3c9-4321-831f-75b18b045f9b	2023-12-11T10:08:05Z	d4974241-f0c9-4a8d-9ffd-3445cf27e712	3	1	0	1	TRUE
93054cc2-22c5-4ad6-8427-e87a59330550	noID	53a59d58-46b9-49ea-a5c0-bda59bc5c8d7	sozialer Assistenzroboter	0		2023-12-11T10:08:05Z	650	400	TRUE	0	0	0	TRUE	93054cc2-22c5-4ad6-8427-e87a59330550	noID	63b25905-2048-4d40-8b0e-d28b8c7c1bc0	2023-12-11T10:12:57Z	ac288548-733b-4da7-8556-1c181705a62c	3	1	0	1	TRUE
93054cc2-22c5-4ad6-8427-e87a59330550	noID	53a59d58-46b9-49ea-a5c0-bda59bc5c8d7	sozialer Assistenzroboter	0		2023-12-11T10:08:05Z	650	400	TRUE	0	0	0	TRUE	93054cc2-22c5-4ad6-8427-e87a59330550	noID	34407fee-b8ae-4994-aff4-612769817027	2023-12-11T10:13:00Z	10c248e4-99bc-4e47-996c-235f972b6587	3	1	0	1	TRUE
93054cc2-22c5-4ad6-8427-e87a59330550	noID	53a59d58-46b9-49ea-a5c0-bda59bc5c8d7	sozialer Assistenzroboter	0		2023-12-11T10:08:05Z	650	400	TRUE	0	0	0	TRUE	93054cc2-22c5-4ad6-8427-e87a59330550	noID	110f90ec-5ffa-474a-a2cc-3cc619d75226	2023-12-11T10:13:27Z	48af871a-14be-4953-a790-8ccb0265d2a7	3	1	0	1	TRUE
93054cc2-22c5-4ad6-8427-e87a59330550	noID	53a59d58-46b9-49ea-a5c0-bda59bc5c8d7	sozialer Assistenzroboter	0		2023-12-11T10:08:05Z	650	400	TRUE	0	0	0	TRUE	93054cc2-22c5-4ad6-8427-e87a59330550	noID	08e8368c-f2a8-4038-aec8-d09366b2d72c	2023-12-11T10:16:14Z	c3b38977-a1cb-474e-9591-e85dcf090304	3	1	0	1	TRUE
93054cc2-22c5-4ad6-8427-e87a59330550	noID	682698b2-94c2-4bfd-89e2-9ba5f82e14c2	Nachteile	0		2023-12-11T10:08:05Z	450	400	TRUE	0	0	0	TRUE	93054cc2-22c5-4ad6-8427-e87a59330550	noID	bca52b58-0201-46ed-a96d-fc27396cb96d	2023-12-11T10:11:28Z	10c248e4-99bc-4e47-996c-235f972b6587	3	1	0	1	TRUE
